Reporting Period,Permissions,Chart Feature 1,Chart Feature 2,GBP Value,Ratio,Chart,Year
2023Q4,NA,Motor other,Net Written Premium,4228915000,NA,Chart 4.1,2023
2023Q4,NA,Property,Net Written Premium,24193503000,NA,Chart 4.1,2023
2023Q4,NA,Total,Net Written Premium,85960941000,NA,Chart 4.1,2023
2023Q4,NA,Assistance,Loss ratio,NA,50.19816056689807,Chart 4.1,2023
2023Q4,NA,Credit,Loss ratio,NA,42.01608646559664,Chart 4.1,2023
2023Q4,NA,Financial loss,Loss ratio,NA,51.02315991847502,Chart 4.1,2023
2023Q4,NA,General liability,Loss ratio,NA,53.73914281856411,Chart 4.1,2023
2023Q4,NA,Income protection,Loss ratio,NA,49.46345141830768,Chart 4.1,2023
2023Q4,NA,Legal expenses,Loss ratio,NA,34.95362480230558,Chart 4.1,2023
2023Q4,NA,"Marine, Aviation and Transport",Loss ratio,NA,51.74954143202054,Chart 4.1,2023
2023Q4,NA,Medical expense,Loss ratio,NA,69.64748559435468,Chart 4.1,2023
2023Q4,NA,Motor liability,Loss ratio,NA,82.84440413012,Chart 4.1,2023
2023Q4,NA,Motor other,Loss ratio,NA,80.47616783728508,Chart 4.1,2023
2023Q4,NA,Property,Loss ratio,NA,51.175595533273125,Chart 4.1,2023
2023Q4,NA,Total,Loss ratio,NA,57.354616947741434,Chart 4.1,2023
2024Q1,NA,Assistance,Net Written Premium,1439986000,NA,Chart 4.1,2024
2024Q1,NA,Credit,Net Written Premium,1443216000,NA,Chart 4.1,2024
2024Q1,NA,Financial loss,Net Written Premium,2892818000,NA,Chart 4.1,2024
2024Q1,NA,General liability,Net Written Premium,16936950000,NA,Chart 4.1,2024
2024Q1,NA,Income protection,Net Written Premium,1162001000,NA,Chart 4.1,2024
2024Q1,NA,Legal expenses,Net Written Premium,429637000,NA,Chart 4.1,2024
2024Q1,NA,"Marine, Aviation and Transport",Net Written Premium,7581315000,NA,Chart 4.1,2024
2024Q1,NA,Medical expense,Net Written Premium,7749286000,NA,Chart 4.1,2024
2024Q1,NA,Motor liability,Net Written Premium,8751497000,NA,Chart 4.1,2024
2024Q1,NA,Motor other,Net Written Premium,4392431000,NA,Chart 4.1,2024
2024Q1,NA,Property,Net Written Premium,24657686000,NA,Chart 4.1,2024
2024Q1,NA,Total,Net Written Premium,87111491000,NA,Chart 4.1,2024
2024Q1,NA,Assistance,Loss ratio,NA,51.051402645033164,Chart 4.1,2024
2024Q1,NA,Credit,Loss ratio,NA,52.542706464130376,Chart 4.1,2024
2024Q1,NA,Financial loss,Loss ratio,NA,50.959091142386534,Chart 4.1,2024
2024Q1,NA,General liability,Loss ratio,NA,52.94276617153791,Chart 4.1,2024
2024Q1,NA,Income protection,Loss ratio,NA,48.10167469312415,Chart 4.1,2024
2024Q1,NA,Legal expenses,Loss ratio,NA,38.22020561004763,Chart 4.1,2024
2024Q1,NA,"Marine, Aviation and Transport",Loss ratio,NA,54.25572304880411,Chart 4.1,2024
2024Q1,NA,Medical expense,Loss ratio,NA,69.28523346922805,Chart 4.1,2024
2024Q1,NA,Motor liability,Loss ratio,NA,74.67583638826429,Chart 4.1,2024
2024Q1,NA,Motor other,Loss ratio,NA,76.91734968004845,Chart 4.1,2024
2024Q1,NA,Property,Loss ratio,NA,50.372441935911404,Chart 4.1,2024
2024Q1,NA,Total,Loss ratio,NA,57.97897754195982,Chart 4.1,2024
2024Q2,NA,Assistance,Net Written Premium,1424203000,NA,Chart 4.1,2024
2024Q2,NA,Credit,Net Written Premium,1442004000,NA,Chart 4.1,2024
2024Q2,NA,Financial loss,Net Written Premium,2923374000,NA,Chart 4.1,2024
2024Q2,NA,General liability,Net Written Premium,17354201000,NA,Chart 4.1,2024
2024Q2,NA,Income protection,Net Written Premium,1222313000,NA,Chart 4.1,2024
2024Q2,NA,Legal expenses,Net Written Premium,429814000,NA,Chart 4.1,2024
2024Q2,NA,"Marine, Aviation and Transport",Net Written Premium,7494331000,NA,Chart 4.1,2024
2024Q2,NA,Medical expense,Net Written Premium,8037752000,NA,Chart 4.1,2024
2024Q2,NA,Motor liability,Net Written Premium,9106303000,NA,Chart 4.1,2024
2024Q2,NA,Motor other,Net Written Premium,4574243000,NA,Chart 4.1,2024
2024Q2,NA,Property,Net Written Premium,24798439000,NA,Chart 4.1,2024
2024Q2,NA,Total,Net Written Premium,88901584000,NA,Chart 4.1,2024
2024Q2,NA,Assistance,Loss ratio,NA,49.080602361255785,Chart 4.1,2024
2024Q2,NA,Credit,Loss ratio,NA,53.074763975505945,Chart 4.1,2024
2024Q2,NA,Financial loss,Loss ratio,NA,53.38988451072431,Chart 4.1,2024
2024Q2,NA,General liability,Loss ratio,NA,52.429922941712306,Chart 4.1,2024
2024Q2,NA,Income protection,Loss ratio,NA,43.72081028665315,Chart 4.1,2024
2024Q2,NA,Legal expenses,Loss ratio,NA,39.17369133291695,Chart 4.1,2024
2024Q2,NA,"Marine, Aviation and Transport",Loss ratio,NA,55.97558636671811,Chart 4.1,2024
2024Q2,NA,Medical expense,Loss ratio,NA,69.97990842151256,Chart 4.1,2024
2024Q2,NA,Motor liability,Loss ratio,NA,74.8646479362536,Chart 4.1,2024
2024Q2,NA,Motor other,Loss ratio,NA,73.7227142966871,Chart 4.1,2024
2024Q2,NA,Property,Loss ratio,NA,46.67805246975794,Chart 4.1,2024
2024Q2,NA,Total,Loss ratio,NA,55.913159714584815,Chart 4.1,2024
2024Q3,NA,Assistance,Net Written Premium,1408377000,NA,Chart 4.1,2024
2024Q3,NA,Credit,Net Written Premium,1463740000,NA,Chart 4.1,2024
2024Q3,NA,Financial loss,Net Written Premium,2985590000,NA,Chart 4.1,2024
2024Q3,NA,General liability,Net Written Premium,17409698000,NA,Chart 4.1,2024
2024Q3,NA,Income protection,Net Written Premium,1253946000,NA,Chart 4.1,2024
2024Q3,NA,Legal expenses,Net Written Premium,448041000,NA,Chart 4.1,2024
2024Q3,NA,"Marine, Aviation and Transport",Net Written Premium,7212799000,NA,Chart 4.1,2024
2024Q3,NA,Medical expense,Net Written Premium,8254590000,NA,Chart 4.1,2024
2024Q3,NA,Motor liability,Net Written Premium,9211453000,NA,Chart 4.1,2024
2024Q3,NA,Motor other,Net Written Premium,4536141000,NA,Chart 4.1,2024
2024Q3,NA,Property,Net Written Premium,25242435000,NA,Chart 4.1,2024
2024Q3,NA,Total,Net Written Premium,89819645000,NA,Chart 4.1,2024
2024Q3,NA,Assistance,Loss ratio,NA,46.12015839420818,Chart 4.1,2024
2024Q3,NA,Credit,Loss ratio,NA,50.54766043698653,Chart 4.1,2024
2024Q3,NA,Financial loss,Loss ratio,NA,53.072400113074266,Chart 4.1,2024
2024Q3,NA,General liability,Loss ratio,NA,55.214595902949085,Chart 4.1,2024
2024Q3,NA,Income protection,Loss ratio,NA,44.38982696284825,Chart 4.1,2024
2024Q3,NA,Legal expenses,Loss ratio,NA,38.4375954206975,Chart 4.1,2024
2024Q3,NA,"Marine, Aviation and Transport",Loss ratio,NA,56.21791236326832,Chart 4.1,2024
2024Q3,NA,Medical expense,Loss ratio,NA,70.63126774248217,Chart 4.1,2024
2024Q3,NA,Motor liability,Loss ratio,NA,75.0230612505073,Chart 4.1,2024
2024Q3,NA,Motor other,Loss ratio,NA,75.65391721582498,Chart 4.1,2024
2024Q3,NA,Property,Loss ratio,NA,48.267880006883686,Chart 4.1,2024
2024Q3,NA,Total,Loss ratio,NA,56.71096589159191,Chart 4.1,2024
2024Q4,NA,Assistance,Net Written Premium,1398590000,NA,Chart 4.1,2024
2024Q4,NA,Credit,Net Written Premium,1587543000,NA,Chart 4.1,2024
2024Q4,NA,Financial loss,Net Written Premium,3008464000,NA,Chart 4.1,2024
2024Q4,NA,General liability,Net Written Premium,17414571000,NA,Chart 4.1,2024
2024Q4,NA,Income protection,Net Written Premium,1256805000,NA,Chart 4.1,2024
2024Q4,NA,Legal expenses,Net Written Premium,444489000,NA,Chart 4.1,2024
2024Q4,NA,"Marine, Aviation and Transport",Net Written Premium,7642345000,NA,Chart 4.1,2024
2024Q4,NA,Medical expense,Net Written Premium,8294293000,NA,Chart 4.1,2024
2024Q4,NA,Motor liability,Net Written Premium,8789667000,NA,Chart 4.1,2024
2024Q4,NA,Motor other,Net Written Premium,5004957000,NA,Chart 4.1,2024
2024Q4,NA,Property,Net Written Premium,26043649000,NA,Chart 4.1,2024
2024Q4,NA,Total,Net Written Premium,91406097000,NA,Chart 4.1,2024
2024Q4,NA,Assistance,Loss ratio,NA,46.63919575566168,Chart 4.1,2024
2024Q4,NA,Credit,Loss ratio,NA,51.04789992955448,Chart 4.1,2024
2024Q4,NA,Financial loss,Loss ratio,NA,51.603805395263095,Chart 4.1,2024
2024Q4,NA,General liability,Loss ratio,NA,53.89239960755615,Chart 4.1,2024
2024Q4,NA,Income protection,Loss ratio,NA,43.95815937159989,Chart 4.1,2024
2024Q4,NA,Legal expenses,Loss ratio,NA,38.399166824660085,Chart 4.1,2024
2024Q4,NA,"Marine, Aviation and Transport",Loss ratio,NA,61.216583134244885,Chart 4.1,2024
2024Q4,NA,Medical expense,Loss ratio,NA,71.01872675126842,Chart 4.1,2024
2024Q4,NA,Motor liability,Loss ratio,NA,76.20150869849299,Chart 4.1,2024
2024Q4,NA,Motor other,Loss ratio,NA,74.48579452767875,Chart 4.1,2024
2024Q4,NA,Property,Loss ratio,NA,48.883500360525986,Chart 4.1,2024
2024Q4,NA,Total,Loss ratio,NA,57.40737604288616,Chart 4.1,2024
2025Q1,NA,Assistance,Net Written Premium,1385636000,NA,Chart 4.1,2025
2025Q1,NA,Credit,Net Written Premium,1670989000,NA,Chart 4.1,2025
2025Q1,NA,Financial loss,Net Written Premium,3274113000,NA,Chart 4.1,2025
2025Q1,NA,General liability,Net Written Premium,17700832000,NA,Chart 4.1,2025
2025Q1,NA,Income protection,Net Written Premium,1324069000,NA,Chart 4.1,2025
2025Q1,NA,Legal expenses,Net Written Premium,434273000,NA,Chart 4.1,2025
2025Q1,NA,"Marine, Aviation and Transport",Net Written Premium,7522653000,NA,Chart 4.1,2025
2025Q1,NA,Medical expense,Net Written Premium,8438491000,NA,Chart 4.1,2025
2025Q1,NA,Motor liability,Net Written Premium,8618223000,NA,Chart 4.1,2025
2025Q1,NA,Motor other,Net Written Premium,5070673000,NA,Chart 4.1,2025
2025Q1,NA,Property,Net Written Premium,26457430000,NA,Chart 4.1,2025
2025Q1,NA,Total,Net Written Premium,92994477000,NA,Chart 4.1,2025
2025Q1,NA,Assistance,Loss ratio,NA,47.24416627259637,Chart 4.1,2025
2025Q1,NA,Credit,Loss ratio,NA,42.340206497857096,Chart 4.1,2025
2025Q1,NA,Financial loss,Loss ratio,NA,51.10261569778076,Chart 4.1,2025
2025Q1,NA,General liability,Loss ratio,NA,53.55810205845507,Chart 4.1,2025
2025Q1,NA,Income protection,Loss ratio,NA,46.97916859953209,Chart 4.1,2025
2025Q1,NA,Legal expenses,Loss ratio,NA,38.42339991682656,Chart 4.1,2025
2025Q1,NA,"Marine, Aviation and Transport",Loss ratio,NA,53.18903328809193,Chart 4.1,2025
2025Q1,NA,Medical expense,Loss ratio,NA,69.38815108099885,Chart 4.1,2025
2025Q1,NA,Motor liability,Loss ratio,NA,69.61281146325508,Chart 4.1,2025
2025Q1,NA,Motor other,Loss ratio,NA,73.49697019439517,Chart 4.1,2025
2025Q1,NA,Property,Loss ratio,NA,58.84956245745913,Chart 4.1,2025
2025Q1,NA,Total,Loss ratio,NA,62.09519386618909,Chart 4.1,2025
2025Q2,NA,Assistance,Net Written Premium,1128029000,NA,Chart 4.1,2025
2025Q2,NA,Credit,Net Written Premium,1797406000,NA,Chart 4.1,2025
2025Q2,NA,Financial loss,Net Written Premium,3354550000,NA,Chart 4.1,2025
2025Q2,NA,General liability,Net Written Premium,17745193000,NA,Chart 4.1,2025
2025Q2,NA,Income protection,Net Written Premium,1341876000,NA,Chart 4.1,2025
2025Q2,NA,Legal expenses,Net Written Premium,452232000,NA,Chart 4.1,2025
2025Q2,NA,"Marine, Aviation and Transport",Net Written Premium,7723182000,NA,Chart 4.1,2025
2025Q2,NA,Medical expense,Net Written Premium,8593417000,NA,Chart 4.1,2025
2025Q2,NA,Motor liability,Net Written Premium,8476822000,NA,Chart 4.1,2025
2025Q2,NA,Motor other,Net Written Premium,5120034000,NA,Chart 4.1,2025
2025Q2,NA,Property,Net Written Premium,26626279000,NA,Chart 4.1,2025
2025Q2,NA,Total,Net Written Premium,93172323000,NA,Chart 4.1,2025
2025Q2,NA,Assistance,Loss ratio,NA,51.92863226226082,Chart 4.1,2025
2025Q2,NA,Credit,Loss ratio,NA,39.75622223817382,Chart 4.1,2025
2025Q2,NA,Financial loss,Loss ratio,NA,58.30009391733469,Chart 4.1,2025
2025Q2,NA,General liability,Loss ratio,NA,54.61513506599349,Chart 4.1,2025
2025Q2,NA,Income protection,Loss ratio,NA,54.274871750543674,Chart 4.1,2025
2025Q2,NA,Legal expenses,Loss ratio,NA,43.15480288123448,Chart 4.1,2025
2025Q2,NA,"Marine, Aviation and Transport",Loss ratio,NA,67.62960794708208,Chart 4.1,2025
2025Q2,NA,Medical expense,Loss ratio,NA,68.18630361165312,Chart 4.1,2025
2025Q2,NA,Motor liability,Loss ratio,NA,72.65338235656242,Chart 4.1,2025
2025Q2,NA,Motor other,Loss ratio,NA,67.35065554344418,Chart 4.1,2025
2025Q2,NA,Property,Loss ratio,NA,49.14625625786821,Chart 4.1,2025
2025Q2,NA,Total,Loss ratio,NA,58.194512750821126,Chart 4.1,2025
2025Q3,NA,Assistance,Net Written Premium,1006571000,NA,Chart 4.1,2025
2025Q3,NA,Credit,Net Written Premium,1862349000,NA,Chart 4.1,2025
2025Q3,NA,Financial loss,Net Written Premium,3378982000,NA,Chart 4.1,2025
2025Q3,NA,General liability,Net Written Premium,17551891000,NA,Chart 4.1,2025
2025Q3,NA,Income protection,Net Written Premium,1353672000,NA,Chart 4.1,2025
2025Q3,NA,Legal expenses,Net Written Premium,465718000,NA,Chart 4.1,2025
2025Q3,NA,"Marine, Aviation and Transport",Net Written Premium,7900726000,NA,Chart 4.1,2025
2025Q3,NA,Medical expense,Net Written Premium,8482158000,NA,Chart 4.1,2025
2025Q3,NA,Motor liability,Net Written Premium,8093324000,NA,Chart 4.1,2025
2025Q3,NA,Motor other,Net Written Premium,5039950000,NA,Chart 4.1,2025
2025Q3,NA,Property,Net Written Premium,26130721000,NA,Chart 4.1,2025
2025Q3,NA,Total,Net Written Premium,91650305000,NA,Chart 4.1,2025
2025Q3,NA,Assistance,Loss ratio,NA,52.44058610833849,Chart 4.1,2025
2025Q3,NA,Credit,Loss ratio,NA,45.00604893448338,Chart 4.1,2025
2025Q3,NA,Financial loss,Loss ratio,NA,56.153008237796364,Chart 4.1,2025
2025Q3,NA,General liability,Loss ratio,NA,55.366796542657035,Chart 4.1,2025
2025Q3,NA,Income protection,Loss ratio,NA,51.52089910942892,Chart 4.1,2025
2025Q3,NA,Legal expenses,Loss ratio,NA,43.79232363350486,Chart 4.1,2025
2025Q3,NA,"Marine, Aviation and Transport",Loss ratio,NA,63.14048191152442,Chart 4.1,2025
2025Q3,NA,Medical expense,Loss ratio,NA,69.11450802956915,Chart 4.1,2025
2025Q3,NA,Motor liability,Loss ratio,NA,73.12809764201286,Chart 4.1,2025
2025Q3,NA,Motor other,Loss ratio,NA,71.97847487166644,Chart 4.1,2025
2025Q3,NA,Property,Loss ratio,NA,46.262320227530026,Chart 4.1,2025
2025Q3,NA,Total,Loss ratio,NA,56.3335953085369,Chart 4.1,2025
2025Q4,NA,Assistance,Net Written Premium,783268000,NA,Chart 4.1,2025
2025Q4,NA,Credit,Net Written Premium,1852352000,NA,Chart 4.1,2025
2025Q4,NA,Financial loss,Net Written Premium,3522314000,NA,Chart 4.1,2025
2025Q4,NA,General liability,Net Written Premium,17952416000,NA,Chart 4.1,2025
2025Q4,NA,Income protection,Net Written Premium,1282432000,NA,Chart 4.1,2025
2025Q4,NA,Legal expenses,Net Written Premium,448529000,NA,Chart 4.1,2025
2025Q4,NA,"Marine, Aviation and Transport",Net Written Premium,7867923000,NA,Chart 4.1,2025
2025Q4,NA,Medical expense,Net Written Premium,8588172000,NA,Chart 4.1,2025
2025Q4,NA,Motor liability,Net Written Premium,8392909000,NA,Chart 4.1,2025
2025Q4,NA,Motor other,Net Written Premium,4618147000,NA,Chart 4.1,2025
2025Q4,NA,Property,Net Written Premium,25455268000,NA,Chart 4.1,2025
2025Q4,NA,Total,Net Written Premium,90352658000,NA,Chart 4.1,2025
2025Q4,NA,Assistance,Loss ratio,NA,56.262181676864465,Chart 4.1,2025
2025Q4,NA,Credit,Loss ratio,NA,46.93944239416713,Chart 4.1,2025
2025Q4,NA,Financial loss,Loss ratio,NA,51.22742298183274,Chart 4.1,2025
2025Q4,NA,General liability,Loss ratio,NA,56.97326583340867,Chart 4.1,2025
2025Q4,NA,Income protection,Loss ratio,NA,51.96880334017294,Chart 4.1,2025
2025Q4,NA,Legal expenses,Loss ratio,NA,44.29798466737908,Chart 4.1,2025
2025Q4,NA,"Marine, Aviation and Transport",Loss ratio,NA,60.717734475369866,Chart 4.1,2025
2025Q4,NA,Medical expense,Loss ratio,NA,68.77185469758389,Chart 4.1,2025
2025Q4,NA,Motor liability,Loss ratio,NA,74.14488775864079,Chart 4.1,2025
2025Q4,NA,Motor other,Loss ratio,NA,68.15261643240518,Chart 4.1,2025
2025Q4,NA,Property,Loss ratio,NA,44.835986559683604,Chart 4.1,2025
2025Q4,NA,Total,Loss ratio,NA,55.57500953271358,Chart 4.1,2025
2017Q1,NA,Assistance,Ceded Claims Provisions,19845000,NA,Chart 4.2,2017
2017Q1,NA,Assistance,Ceded Premium Provisions,4977000,NA,Chart 4.2,2017
2017Q1,NA,Assistance,Net Claims Provisions,119563000,NA,Chart 4.2,2017
2017Q1,NA,Assistance,Net Premium Provisions,-2744000,NA,Chart 4.2,2017
2017Q1,NA,Credit,Ceded Claims Provisions,538928000,NA,Chart 4.2,2017
2017Q1,NA,Credit,Ceded Premium Provisions,-42286000,NA,Chart 4.2,2017
2017Q1,NA,Credit,Net Claims Provisions,1148812000,NA,Chart 4.2,2017
2017Q1,NA,Credit,Net Premium Provisions,160112000,NA,Chart 4.2,2017
2017Q1,NA,Financial loss,Ceded Claims Provisions,360439000,NA,Chart 4.2,2017
2017Q1,NA,Financial loss,Ceded Premium Provisions,183195000,NA,Chart 4.2,2017
2017Q1,NA,Financial loss,Net Claims Provisions,1061862000,NA,Chart 4.2,2017
2017Q1,NA,Financial loss,Net Premium Provisions,830154000,NA,Chart 4.2,2017
2017Q1,NA,General liability,Ceded Claims Provisions,16911368000,NA,Chart 4.2,2017
2017Q1,NA,General liability,Ceded Premium Provisions,46728000,NA,Chart 4.2,2017
2017Q1,NA,General liability,Net Claims Provisions,29025390000,NA,Chart 4.2,2017
2017Q1,NA,General liability,Net Premium Provisions,1653018000,NA,Chart 4.2,2017
2017Q1,NA,Income protection,Ceded Claims Provisions,131542000,NA,Chart 4.2,2017
2017Q1,NA,Income protection,Ceded Premium Provisions,-70281000,NA,Chart 4.2,2017
2017Q1,NA,Income protection,Net Claims Provisions,1021757000,NA,Chart 4.2,2017
2017Q1,NA,Income protection,Net Premium Provisions,-39485000,NA,Chart 4.2,2017
2017Q1,NA,Legal expenses,Ceded Claims Provisions,166135000,NA,Chart 4.2,2017
2017Q1,NA,Legal expenses,Ceded Premium Provisions,2435000,NA,Chart 4.2,2017
2017Q1,NA,Legal expenses,Net Claims Provisions,206089000,NA,Chart 4.2,2017
2017Q1,NA,Legal expenses,Net Premium Provisions,-52074000,NA,Chart 4.2,2017
2017Q1,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,6795594000,NA,Chart 4.2,2017
2017Q1,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-302636000,NA,Chart 4.2,2017
2017Q1,NA,"Marine, Aviation and Transport",Net Claims Provisions,7484003000,NA,Chart 4.2,2017
2017Q1,NA,"Marine, Aviation and Transport",Net Premium Provisions,415776000,NA,Chart 4.2,2017
2017Q1,NA,Medical expense,Ceded Claims Provisions,74688000,NA,Chart 4.2,2017
2017Q1,NA,Medical expense,Ceded Premium Provisions,128692000,NA,Chart 4.2,2017
2017Q1,NA,Medical expense,Net Claims Provisions,765876000,NA,Chart 4.2,2017
2017Q1,NA,Medical expense,Net Premium Provisions,473327000,NA,Chart 4.2,2017
2017Q1,NA,Motor liability,Ceded Claims Provisions,5322508000,NA,Chart 4.2,2017
2017Q1,NA,Motor liability,Ceded Premium Provisions,663727000,NA,Chart 4.2,2017
2017Q1,NA,Motor liability,Net Claims Provisions,12626727000,NA,Chart 4.2,2017
2017Q1,NA,Motor liability,Net Premium Provisions,1945723000,NA,Chart 4.2,2017
2017Q1,NA,Motor other,Ceded Claims Provisions,201771000,NA,Chart 4.2,2017
2017Q1,NA,Motor other,Ceded Premium Provisions,168120000,NA,Chart 4.2,2017
2017Q1,NA,Motor other,Net Claims Provisions,316399000,NA,Chart 4.2,2017
2017Q1,NA,Motor other,Net Premium Provisions,805877000,NA,Chart 4.2,2017
2017Q1,NA,Property,Ceded Claims Provisions,4601172000,NA,Chart 4.2,2017
2017Q1,NA,Property,Ceded Premium Provisions,36928000,NA,Chart 4.2,2017
2017Q1,NA,Property,Net Claims Provisions,9192406000,NA,Chart 4.2,2017
2017Q1,NA,Property,Net Premium Provisions,2358824000,NA,Chart 4.2,2017
2017Q1,NA,Total,Ceded Claims Provisions,40013087000,NA,Chart 4.2,2017
2017Q1,NA,Total,Ceded Premium Provisions,410300000,NA,Chart 4.2,2017
2017Q1,NA,Total,Net Claims Provisions,74724796000,NA,Chart 4.2,2017
2017Q1,NA,Total,Net Premium Provisions,9186707000,NA,Chart 4.2,2017
2017Q2,NA,Assistance,Ceded Claims Provisions,16408000,NA,Chart 4.2,2017
2017Q2,NA,Assistance,Ceded Premium Provisions,4811000,NA,Chart 4.2,2017
2017Q2,NA,Assistance,Net Claims Provisions,136514000,NA,Chart 4.2,2017
2017Q2,NA,Assistance,Net Premium Provisions,3252000,NA,Chart 4.2,2017
2017Q2,NA,Credit,Ceded Claims Provisions,548528000,NA,Chart 4.2,2017
2017Q2,NA,Credit,Ceded Premium Provisions,-80434000,NA,Chart 4.2,2017
2017Q2,NA,Credit,Net Claims Provisions,1151526000,NA,Chart 4.2,2017
2017Q2,NA,Credit,Net Premium Provisions,148884000,NA,Chart 4.2,2017
2017Q2,NA,Financial loss,Ceded Claims Provisions,392735000,NA,Chart 4.2,2017
2017Q2,NA,Financial loss,Ceded Premium Provisions,179869000,NA,Chart 4.2,2017
2017Q2,NA,Financial loss,Net Claims Provisions,1109307000,NA,Chart 4.2,2017
2017Q2,NA,Financial loss,Net Premium Provisions,865481000,NA,Chart 4.2,2017
2017Q2,NA,General liability,Ceded Claims Provisions,17247045000,NA,Chart 4.2,2017
2017Q2,NA,General liability,Ceded Premium Provisions,-96076000,NA,Chart 4.2,2017
2017Q2,NA,General liability,Net Claims Provisions,29562408000,NA,Chart 4.2,2017
2017Q2,NA,General liability,Net Premium Provisions,2282325000,NA,Chart 4.2,2017
2017Q2,NA,Income protection,Ceded Claims Provisions,151137000,NA,Chart 4.2,2017
2017Q2,NA,Income protection,Ceded Premium Provisions,-63773000,NA,Chart 4.2,2017
2017Q2,NA,Income protection,Net Claims Provisions,1049489000,NA,Chart 4.2,2017
2017Q2,NA,Income protection,Net Premium Provisions,10915000,NA,Chart 4.2,2017
2017Q2,NA,Legal expenses,Ceded Claims Provisions,169624000,NA,Chart 4.2,2017
2017Q2,NA,Legal expenses,Ceded Premium Provisions,-8788000,NA,Chart 4.2,2017
2017Q2,NA,Legal expenses,Net Claims Provisions,204045000,NA,Chart 4.2,2017
2017Q2,NA,Legal expenses,Net Premium Provisions,-41232000,NA,Chart 4.2,2017
2017Q2,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,6617619000,NA,Chart 4.2,2017
2017Q2,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-358919000,NA,Chart 4.2,2017
2017Q2,NA,"Marine, Aviation and Transport",Net Claims Provisions,6943715000,NA,Chart 4.2,2017
2017Q2,NA,"Marine, Aviation and Transport",Net Premium Provisions,452277000,NA,Chart 4.2,2017
2017Q2,NA,Medical expense,Ceded Claims Provisions,70676000,NA,Chart 4.2,2017
2017Q2,NA,Medical expense,Ceded Premium Provisions,140844000,NA,Chart 4.2,2017
2017Q2,NA,Medical expense,Net Claims Provisions,773166000,NA,Chart 4.2,2017
2017Q2,NA,Medical expense,Net Premium Provisions,511814000,NA,Chart 4.2,2017
2017Q2,NA,Motor liability,Ceded Claims Provisions,5306265000,NA,Chart 4.2,2017
2017Q2,NA,Motor liability,Ceded Premium Provisions,507445000,NA,Chart 4.2,2017
2017Q2,NA,Motor liability,Net Claims Provisions,12658207000,NA,Chart 4.2,2017
2017Q2,NA,Motor liability,Net Premium Provisions,2092908000,NA,Chart 4.2,2017
2017Q2,NA,Motor other,Ceded Claims Provisions,149430000,NA,Chart 4.2,2017
2017Q2,NA,Motor other,Ceded Premium Provisions,157376000,NA,Chart 4.2,2017
2017Q2,NA,Motor other,Net Claims Provisions,430657000,NA,Chart 4.2,2017
2017Q2,NA,Motor other,Net Premium Provisions,830488000,NA,Chart 4.2,2017
2017Q2,NA,Property,Ceded Claims Provisions,4359387000,NA,Chart 4.2,2017
2017Q2,NA,Property,Ceded Premium Provisions,171895000,NA,Chart 4.2,2017
2017Q2,NA,Property,Net Claims Provisions,8753305000,NA,Chart 4.2,2017
2017Q2,NA,Property,Net Premium Provisions,2332438000,NA,Chart 4.2,2017
2017Q2,NA,Total,Ceded Claims Provisions,39945839000,NA,Chart 4.2,2017
2017Q2,NA,Total,Ceded Premium Provisions,294736000,NA,Chart 4.2,2017
2017Q2,NA,Total,Net Claims Provisions,74170916000,NA,Chart 4.2,2017
2017Q2,NA,Total,Net Premium Provisions,9849339000,NA,Chart 4.2,2017
2017Q3,NA,Assistance,Ceded Claims Provisions,24291000,NA,Chart 4.2,2017
2017Q3,NA,Assistance,Ceded Premium Provisions,4680000,NA,Chart 4.2,2017
2017Q3,NA,Assistance,Net Claims Provisions,142385000,NA,Chart 4.2,2017
2017Q3,NA,Assistance,Net Premium Provisions,33285000,NA,Chart 4.2,2017
2017Q3,NA,Credit,Ceded Claims Provisions,523306000,NA,Chart 4.2,2017
2017Q3,NA,Credit,Ceded Premium Provisions,-69392000,NA,Chart 4.2,2017
2017Q3,NA,Credit,Net Claims Provisions,1197112000,NA,Chart 4.2,2017
2017Q3,NA,Credit,Net Premium Provisions,218409000,NA,Chart 4.2,2017
2017Q3,NA,Financial loss,Ceded Claims Provisions,420053000,NA,Chart 4.2,2017
2017Q3,NA,Financial loss,Ceded Premium Provisions,190968000,NA,Chart 4.2,2017
2017Q3,NA,Financial loss,Net Claims Provisions,1153049000,NA,Chart 4.2,2017
2017Q3,NA,Financial loss,Net Premium Provisions,808776000,NA,Chart 4.2,2017
2017Q3,NA,General liability,Ceded Claims Provisions,17392992000,NA,Chart 4.2,2017
2017Q3,NA,General liability,Ceded Premium Provisions,-58494000,NA,Chart 4.2,2017
2017Q3,NA,General liability,Net Claims Provisions,29450718000,NA,Chart 4.2,2017
2017Q3,NA,General liability,Net Premium Provisions,2183470000,NA,Chart 4.2,2017
2017Q3,NA,Income protection,Ceded Claims Provisions,167161000,NA,Chart 4.2,2017
2017Q3,NA,Income protection,Ceded Premium Provisions,-25910000,NA,Chart 4.2,2017
2017Q3,NA,Income protection,Net Claims Provisions,1015403000,NA,Chart 4.2,2017
2017Q3,NA,Income protection,Net Premium Provisions,20312000,NA,Chart 4.2,2017
